id,level,name,description,desc_add1,desc_add2
20002,12775,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 12775          Level . 1\\nExp . 0          SP . 0\\n\\nHP . 205          HP Regeneration . 1,42\\nMP . 0          MP Regeneration . 0\\n\\nP.Atk . 4          P.Def . 41\\nM.Atk . 3          M.Def . 33\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 33          Run Speed . 88\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,12776,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 12776          Level . 1\\nExp . 0          SP . 0\\n\\nHP . 205          HP Regeneration . 1,42\\nMP . 0          MP Regeneration . 0\\n\\nP.Atk . 4          P.Def . 41\\nM.Atk . 3          M.Def . 33\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 33          Run Speed . 88\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,12777,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 12777          Level . 1\\nExp . 0          SP . 0\\n\\nHP . 158          HP Regeneration . 1,42\\nMP . 0          MP Regeneration . 0\\n\\nP.Atk . 4          P.Def . 41\\nM.Atk . 3          M.Def . 33\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 33          Run Speed . 88\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,12778,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 12778          Level . 1\\nExp . 0          SP . 0\\n\\nHP . 205          HP Regeneration . 1,42\\nMP . 0          MP Regeneration . 0\\n\\nP.Atk . 4          P.Def . 41\\nM.Atk . 3          M.Def . 33\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 33          Run Speed . 88\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,12779,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 12779          Level . 1\\nExp . 0          SP . 0\\n\\nHP . 205          HP Regeneration . 1,42\\nMP . 0          MP Regeneration . 0\\n\\nP.Atk . 4          P.Def . 41\\nM.Atk . 3          M.Def . 33\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 33          Run Speed . 88\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,12780,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 12780          Level . 25\\nExp . 0          SP . 0\\n\\nHP . 751          HP Regeneration . 2,37\\nMP . 331          MP Regeneration . 1,53\\n\\nP.Atk . 88          P.Def . 119\\nM.Atk . 37          M.Def . 112\\nP.Atk Speed . 282          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 25\\n\\nAggro . false          Social . false\\nWalk Speed . 33          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,12781,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 12781          Level . 25\\nExp . 0          SP . 0\\n\\nHP . 751          HP Regeneration . 2,37\\nMP . 331          MP Regeneration . 1,53\\n\\nP.Atk . 88          P.Def . 119\\nM.Atk . 37          M.Def . 112\\nP.Atk Speed . 282          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 25\\n\\nAggro . false          Social . false\\nWalk Speed . 14          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,12782,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 12782          Level . 25\\nExp . 0          SP . 0\\n\\nHP . 751          HP Regeneration . 2,37\\nMP . 331          MP Regeneration . 1,53\\n\\nP.Atk . 88          P.Def . 119\\nM.Atk . 37          M.Def . 112\\nP.Atk Speed . 282          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 25\\n\\nAggro . false          Social . false\\nWalk Speed . 30          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13001,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13001          Level . 70\\nExp . 490          SP . 10\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 282          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 55          Run Speed . 132\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,13002,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13002          Level . 20\\nExp . 40          SP . 10\\n\\nHP . 541          HP Regeneration . 3,95\\nMP . 213          MP Regeneration . 1,21\\n\\nP.Atk . 57          P.Def . 94\\nM.Atk . 23          M.Def . 76\\nP.Atk Speed . 282          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 55          Run Speed . 0\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,13003,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13003          Level . 20\\nExp . 40          SP . 10\\n\\nHP . 541          HP Regeneration . 3,95\\nMP . 213          MP Regeneration . 1,21\\n\\nP.Atk . 57          P.Def . 94\\nM.Atk . 23          M.Def . 76\\nP.Atk Speed . 282          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 55          Run Speed . 0\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,13004,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13004          Level . 20\\nExp . 40          SP . 10\\n\\nHP . 541          HP Regeneration . 3,95\\nMP . 213          MP Regeneration . 1,21\\n\\nP.Atk . 57          P.Def . 94\\nM.Atk . 23          M.Def . 76\\nP.Atk Speed . 282          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 55          Run Speed . 0\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,13005,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13005          Level . 20\\nExp . 40          SP . 10\\n\\nHP . 541          HP Regeneration . 3,95\\nMP . 213          MP Regeneration . 1,21\\n\\nP.Atk . 57          P.Def . 94\\nM.Atk . 23          M.Def . 76\\nP.Atk Speed . 282          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 55          Run Speed . 0\\nSex . etc\\n\0","a,none\0","a,none\0"
20002,13006,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13006          Level . 70\\nExp . 490          SP . 10\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1335          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 33          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13007,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13007          Level . 70\\nExp . 490          SP . 10\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1335          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 33          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13014,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13014          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13015,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13015          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13016,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13016          Level . 1\\nExp . 7133          SP . 810\\n\\nHP . 4608          HP Regeneration . 80,58\\nMP . 1896          MP Regeneration . 3,09\\n\\nP.Atk . 2255          P.Def . 534\\nM.Atk . 1731          M.Def . 433\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 40          Run Speed . 176\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13017,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13017          Level . 1\\nExp . 7557          SP . 858\\n\\nHP . 4608          HP Regeneration . 80,58\\nMP . 1896          MP Regeneration . 3,09\\n\\nP.Atk . 2255          P.Def . 534\\nM.Atk . 1731          M.Def . 433\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 40          Run Speed . 176\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13018,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13018          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13019,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13019          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13020,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13020          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13021,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13021          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13022,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13022          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13023,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13023          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13024,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13024          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13025,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13025          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13026,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13026          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13027,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13027          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13028,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13028          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13029,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13029          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13030,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13030          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13031,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13031          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13032,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13032          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
20002,13033,"a,Stats...................(http://www.la2base.ru)...(x1)...(v.1.2)...\0","a,ID . 13033          Level . 70\\nExp . 0          SP . 0\\n\\nHP . 3862          HP Regeneration . 11,85\\nMP . 1493          MP Regeneration . 2,78\\n\\nP.Atk . 1314          P.Def . 470\\nM.Atk . 780          M.Def . 382\\nP.Atk Speed . 278          M.Atk Speed . 333\\nAtk Range . 40\\n\\nSTR . 40          INT . 21\\nCON . 43          WIT . 20\\nDEX . 30          MEN . 10\\n\\nAggro . false          Social . false\\nWalk Speed . 88          Run Speed . 132\\nSex . male\\n\0","a,none\0","a,none\0"
